width=100
height=10
tileSize=50
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,1,
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,5,0,0,0,0,0,0,0,4,1,
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,4,1,
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,5,4,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,5,1,1,5,4,1,1,5,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,5,1,1,5,1,1,5,4,1,1,5,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,5,4,1,1,5,4,1,1,1,1,
1,5,0,0,0,0,4,1,1,5,4,1,1,5,0,0,0,0,0,4,1,1,5,4,1,1,5,0,0,0,0,0,3,0,1,1,5,1,1,5,1,1,5,1,1,5,4,1,1,5,0,0,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,1,5,4,1,1,5,0,0,0,0,0,4,1,1,5,4,1,1,1,1,1,1,5,4,1,1,5,4,1,1,1,1,
1,5,0,0,4,1,1,1,1,5,4,1,1,1,1,5,0,4,1,1,1,1,5,4,1,1,1,1,5,0,0,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,5,4,1,1,1,1,5,0,4,1,1,1,1,5,4,1,1,1,1,1,1,5,4,1,1,5,4,1,1,1,1,
1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,0,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,5,4,1,1,5,4,1,1,1,1,
playerPos=2,8
